ID Chr Position
M123 1 23.1724088452756
M124 1 23.3145777881145
M125 1 23.3153423666954
M126 1 23.328263182193
M127 1 23.45877667889
M128 1 23.4857651218772
M129 1 24.4927211850882
M130 1 24.534467253834
M131 1 24.7222181037068
M132 1 24.7386088222265
M133 1 24.8048813454807
M134 1 25.4778876900673
M135 1 25.9902584552765
M136 1 26.1268526129425
M137 1 26.1965785734355
M138 1 26.3762984797359
Q9 1 26.5367482230067
M139 1 26.638346593827
M140 1 26.7740306258202
M141 1 26.8553338572383
M142 1 26.8597463145852
M143 1 26.8803080543876
M144 1 27.1510606445372
M145 1 27.2984132915735
M146 1 27.4089038185775
M147 1 28.0154253728688
M148 1 28.023952357471
M149 1 28.0857151933014
M150 1 28.1149066239595
M151 1 28.3855476975441
M152 1 28.4690107032657
M153 1 28.6645475402474
Q10 1 29.0209929645061
M154 1 29.4797449372709
M155 1 29.8730988614261
M156 1 29.8733914084733
M157 1 30.00363426283
M158 1 30.0186253152788
M159 1 30.1815263554454
M160 1 30.248978510499
M161 1 30.2592033706605
M162 1 30.3832003474236
M163 1 30.706661939621
M164 1 30.8689106442034
M165 1 30.9571475721896
Q11 1 30.9869327396154
M166 1 31.0439968109131
M167 1 31.3447341136634
M168 1 31.3876749761403
M169 1 31.4249437861145
M170 1 31.4425758458674
Q12 1 31.7201065272093
M171 1 31.7682980932295
M172 1 32.2164618037641
M173 1 32.532516811043
M174 1 32.6248395070434
M175 1 33.0142704583704
Q13 1 33.1144090183079
M176 1 33.1539357639849
M177 1 33.2054835744202
M178 1 33.5205071046948
M179 1 33.5993327014148
M180 1 34.1922242194414
Q14 1 34.48173109442
M181 1 34.732189681381
M182 1 34.8017027415335
M183 1 34.806595146656
M184 1 34.8309970274568
M185 1 35.0121857598424
M186 1 35.2931469678879
Q15 1 35.3276750259101
M187 1 35.4260906390846
M188 1 35.5719142965972
M189 1 35.6120598502457
M190 1 35.8550293929875
M191 1 35.967087764293
M192 1 36.3062494248152
M193 1 36.7321166023612
M194 1 36.8642420135438
M195 1 36.9825682230294
M196 1 37.3594308458269
Q16 1 37.5319005548954
M197 1 37.6488432846963
M198 1 37.7175603993237
M199 1 37.7311597205698
M200 1 37.9891741834581
M201 1 38.022588621825
M202 1 38.0514489486814
M203 1 38.3974518440664
Q17 1 38.4722431190312
M204 1 38.6390385404229
M205 1 38.6786721274257
M206 1 38.8534625247121
M207 1 38.9623164758086
M208 1 39.1152162104845
M209 1 39.2682853713632
M210 1 39.3493707478046
M211 1 39.3604240939021
M212 1 39.4828337803483
M213 1 40.0294872745872
M214 1 40.0349603593349
M215 1 40.2598801441491
M216 1 40.269078258425
M217 1 40.4153670184314
M218 1 40.4332927986979
M219 1 40.4373120889068
M220 1 40.5404810979962
M221 1 40.569093991071
M222 1 40.7941351644695
M223 1 40.8725603669882
M224 1 40.8908450976014
M225 1 41.5568431653082
M226 1 41.715318672359
M227 1 41.9893893226981
M228 1 42.1554570458829
M229 1 42.6860012672842
M230 1 42.7613877318799
M231 1 42.8450865112245
M232 1 42.9296016320586
M233 1 43.0665816925466
M234 1 43.1413743458688
M235 1 43.4217400103807
M236 1 43.6282913945615
M237 1 43.9316657185555
M238 1 43.9432854950428
M239 1 43.9868117123842
Q18 1 44.0842131525278
M240 1 44.6674219891429
M241 1 44.8040723055601
M242 1 45.3013514354825
M243 1 45.4067638702691
M244 1 45.8822506479919
Q19 1 46.0796578414738
M245 1 46.103925332427
M246 1 46.5827466733754
M247 1 46.6626181080937
M248 1 46.9427606835961
M249 1 47.1042398363352
M250 1 47.3294324986637
M251 1 47.3371149413288
M252 1 47.3958590067923
M253 1 47.5028219632804
M254 1 47.5407057628036
Q20 1 48.0233497172594
M255 1 48.2657388597727
M256 1 48.3450102619827
M257 1 48.6809498257935
M258 1 48.8196961954236
M259 1 48.8597676157951
M260 1 49.0278772823513
Q21 1 49.2612220346928
Q22 1 49.2920245602727
M261 1 49.3927482515574
M262 1 49.4269225560129
M263 1 49.7006851620972
M264 1 49.7704061865807
M265 1 50.6372101791203
M266 1 50.7368724793196
M267 1 50.8698671124876
M268 1 50.8727550320327
M269 1 51.1658111773431
M270 1 51.3697393238544
M271 1 51.8040558323264
M272 1 51.8508211709559
M273 1 52.0168039947748
M274 1 52.1191709302366
M275 1 52.555680796504
M276 1 52.593462318182
M277 1 52.650687340647
M278 1 52.8024144470692
M279 1 52.9759763553739
M280 1 53.29495921731
Q23 1 53.7044531665742
M281 1 53.8841675035655
M282 1 53.9391426928341
M283 1 53.9425616338849
M284 1 54.0693170204759
M285 1 54.0915268845856
M286 1 54.1807198897004
M287 1 54.3217438645661
M288 1 54.4671568274498
M289 1 54.5994631387293
M290 1 54.6861851215363
M291 1 54.6902117878199
M292 1 55.3737434744835
M293 1 55.6246289052069
M294 1 55.6608644127846
M295 1 55.779046267271
M296 1 55.9496527351439
M297 1 56.0057307034731
M298 1 56.69542780146
M299 1 56.9868453033268
M300 1 57.1340898610651
M301 1 57.2627405077219
M302 1 57.5421236455441
M303 1 57.5571374036372
Q24 1 57.9529081471264
M304 1 58.0743165686727
M305 1 58.3815828152001
M306 1 58.6399500630796
M307 1 58.640012871474
M308 1 58.6985218711197
M309 1 58.7110077030957
M310 1 58.9195436798036
M311 1 58.9525871165097
M312 1 59.0823751501739
M313 1 59.2416479624808
M314 1 59.7239996120334
M315 1 59.7531219944358
M316 1 59.8604821972549
M317 1 59.8722068220377
M318 1 60.1347344368696
M319 1 60.22351520136
M320 1 60.3507673181593
M321 1 60.545388776809
M322 1 60.5946287885308
M323 1 60.6071214191616
M324 1 60.7194162905216
Q25 1 60.7781304232776
M325 1 60.8750346302986
M326 1 60.9050199203193
M327 1 61.106341984123
M328 1 61.2099053896964
M329 1 61.2135408818722
M330 1 61.4376906678081
M331 1 61.6531492583454
Q26 1 61.6707977466285
M332 1 61.7477046139538
M333 1 62.0353412628174
M334 1 62.2153766453266
M335 1 62.4539160355926
M336 1 62.5547907687724
M337 1 63.2158944196999
M338 1 63.2350856624544
M339 1 63.2673291862011
M340 1 63.3275016956031
M341 1 63.3821175061166
M342 1 63.5019145533442
M343 1 63.5967678204179
M344 1 63.7224193289876
M345 1 63.7757316231728
M346 1 63.8426173850894
M347 1 63.845613244921
M348 1 64.1628658771515
M349 1 64.4975895248353
M350 1 64.6162643842399
M351 1 64.8266622796655
M352 1 64.9158677272499
M353 1 64.9637547321618
M354 1 65.1483412459493
M355 1 65.2581601589918
M356 1 65.2793968655169
M357 1 65.9294652566314
M358 1 65.9984700754285
M359 1 66.2140482850373
M360 1 66.3246133551002
M361 1 66.4288111776114
M362 1 66.6105364821851
M363 1 66.6554690524936
Q27 1 66.6993037983775
M364 1 66.7576271109283
M365 1 66.8582660518587
M366 1 66.8874041549861
M367 1 66.9128047861159
M368 1 67.0270295068622
M369 1 67.5812344253063
Q28 1 67.5951886922121
M370 1 67.6429663412273
M371 1 67.6467497833073
M372 1 67.6834179833531
M373 1 67.8273788653314
Q29 1 68.0226647295058
M374 1 68.2099443860352
M375 1 68.2284188643098
M376 1 68.2889795675874
M377 1 68.3510079979897
Q30 1 68.3719430305064
M378 1 68.4114387817681
M379 1 68.5978427343071
M380 1 68.8193340040743
M381 1 69.3757177703083
M382 1 69.4063937477767
M383 1 69.7451504319906
M384 1 69.7513762488961
M385 1 69.8791604861617
Q31 1 69.9058126844466
M386 1 70.0175244547427
M387 1 70.0410484522581
M388 1 70.4486006870866
M389 1 70.6442682817578
M390 1 70.6931265629828
Q32 1 70.9254625998437
M391 1 71.1254699900746
M392 1 71.2100043334067
Q33 1 71.2516623921692
M393 1 71.5758177451789
M394 1 71.6648966819048
M395 1 71.6756897419691
M396 1 71.980323176831
M397 1 72.0441514626145
Q34 1 72.1273959614336
M398 1 72.2377840988338
M399 1 72.260083630681
M400 1 72.3602245375514
M401 1 72.3946615122259
M402 1 72.6345494575799
M403 1 72.6598626933992
M404 1 72.8932812809944
M405 1 72.9658064804971
M406 1 73.0497675016522
M407 1 73.1815935112536
M408 1 73.2928599603474
M409 1 73.6843787878752
M410 1 73.9271299168468
M411 1 73.9980851858854
M412 1 74.0684587880969
M413 1 74.2261382378638
M414 1 74.3168330751359
M415 1 74.3406433053315
M416 1 74.4720965623856
M417 1 74.5650274865329
M418 1 74.6325179748237
M419 1 74.8205038905144
M420 1 75.3389783762395
M421 1 75.3962820582092
M422 1 75.42121399194
M423 1 75.4402083531022
M424 1 75.4732768051326
M425 1 75.5008379369974
M426 1 75.5614873766899
M427 1 75.7827602140605
M428 1 76.2310123257339
M429 1 76.3615268282592
M430 1 76.4972882345319
M431 1 76.9486550986767
M432 1 76.9788286462426
M433 1 76.9815608300269
M434 1 77.0750320889056
M435 1 77.8404668159783
M436 1 78.2892481982708
M437 1 78.4899959899485
M438 1 78.6120553128421
M439 1 78.8107004389167
M440 1 78.8247311860323
M441 1 78.8671007193625
M442 1 79.0442273579538
M443 1 79.1792009212077
M444 1 79.4290368631482
M445 1 79.6149262227118
M446 1 79.8086553253233
M447 1 79.9096628837287
M448 1 79.952920563519
M449 2 0.00677830539643764
M450 2 0.148290046490729
M451 2 0.223425063304603
M452 2 0.233563045039773
M453 2 0.283342190086842
M454 2 0.40143835823983
M455 2 0.714749414473772
M456 2 0.784183270297945
M457 2 0.937937786802649
M458 2 0.953003084287047
M459 2 1.02252698969096
M460 2 1.06845411937684
M461 2 1.12029030919075
M462 2 1.18102309294045
M463 2 1.34850747417659
M464 2 1.44186085090041
M465 2 1.46623117849231
M466 2 1.48856717627496
M467 2 1.589260334149
M468 2 1.6079776128754
M469 2 1.63413479458541
M470 2 1.69012346304953
M471 2 1.69346066191792
M472 2 1.73284381628036
M473 2 1.73677680082619
M474 2 1.75534066278487
M475 2 1.8616783618927
M476 2 1.94404855370522
M477 2 1.95079379249364
M478 2 1.98291010223329
M479 2 2.03148437663913
M480 2 2.07796536851674
M481 2 2.22905979026109
M482 2 2.29510555509478
M483 2 2.4478005990386
M484 2 2.47045910451561
Q35 2 2.47331477701664
M485 2 2.58707949891686
M486 2 2.6202107174322
M487 2 2.65534486155957
M488 2 2.68668401520699
M489 2 2.76915906462818
M490 2 2.78520986437798
M491 2 2.84949010703713
M492 2 2.92694153264165
M493 2 2.96504034195095
M494 2 3.08114854618907
M495 2 3.13726503867656
M496 2 3.20824492257088
M497 2 3.28495661728084
M498 2 3.29031354747713
M499 2 3.47811412531883
M500 2 3.5473211389035
M501 2 3.55306852608919
M502 2 3.56341143138707
M503 2 3.59581933356822
M504 2 3.62263210583478
M505 2 3.64538186229765
M506 2 3.77933784853667
M507 2 3.85586575604975
M508 2 3.89895454980433
M509 2 3.94885521847755
M510 2 4.05514414887875
M511 2 4.37650374602526
M512 2 4.40236318856478
M513 2 4.41241262946278
M514 2 4.41950834356248
M515 2 4.49373986106366
M516 2 4.55849995370954
M517 2 4.60894948337227
M518 2 4.61162061430514
M519 2 4.63659178465605
M520 2 4.65643641538918
M521 2 4.67724260408431
M522 2 4.70320416614413
M523 2 4.7912078211084
M524 2 4.89322911947966
M525 2 4.93224045261741
M526 2 4.96529965661466
M527 2 5.02274441532791
M528 2 5.16600189730525
M529 2 5.17389563843608
M530 2 5.23156065959483
M531 2 5.30877152457833
M532 2 5.33037594985217
M533 2 5.34392904024571
M534 2 5.36546139512211
M535 2 5.47105560544878
M536 2 5.54535036440939
M537 2 5.54796395357698
M538 2 5.68828490562737
M539 2 5.70261192508042
M540 2 5.78066084068269
M541 2 5.81359303090721
M542 2 5.92846054583788
M543 2 5.94349055550992
M544 2 6.05441180057824
M545 2 6.14929627161473
M546 2 6.19828246068209
M547 2 6.28228094894439
M548 2 6.42720496281981
M549 2 6.43256989773363
M550 2 6.51451368816197
M551 2 6.58149666152894
M552 2 6.62521295249462
M553 2 6.63343783468008
M554 2 6.63569202180952
M555 2 6.70378762297332
Q36 2 6.77407572045922
M556 2 6.83227313216776
M557 2 6.91948177758604
M558 2 7.06440190784633
M559 2 7.12330296635628
M560 2 7.12515828665346
M561 2 7.18607652001083
Q37 2 7.20565417315811
M562 2 7.20611126627773
M563 2 7.21236578654498
M564 2 7.43450952228159
M565 2 7.6968380715698
M566 2 7.996238716878
M567 2 8.00577461253852
M568 2 8.26242418494076
M569 2 8.27843399718404
M570 2 8.35837107617408
M571 2 8.47895752172917
M572 2 8.54448480997235
M573 2 8.56392013840377
M574 2 8.61091981641948
M575 2 8.61095826141536
M576 2 8.64313542377204
M577 2 8.95156340673566
M578 2 8.9562217053026
M579 2 8.99198665749282
M580 2 9.12747757975012
M581 2 9.30639412254095
M582 2 9.32806171942502
M583 2 9.49683106038719
M584 2 9.50065284501761
M585 2 9.52438497450203
M586 2 9.59000221453607
M587 2 9.65568164829165
M588 2 9.80985519010574
M589 2 9.87760105635971
M590 2 10.1003628736362
M591 2 10.1400257879868
M592 2 10.1486805081367
M593 2 10.1740403752774
M594 2 10.2728015184402
M595 2 10.3687967453152
M596 2 10.3793544927612
M597 2 10.5114058591425
M598 2 10.5421103630215
M599 2 10.7694221148267
M600 2 10.8256264775991
M601 2 10.9192828740925
M602 2 10.9911444643512
M603 2 10.9922358579934
M604 2 11.1924631102011
M605 2 11.2002701964229
M606 2 11.2880031997338
M607 2 11.3234299002215
M608 2 11.3295535789803
M609 2 11.3890735991299
M610 2 11.5678175166249
M611 2 11.5731804259121
M612 2 11.5775590203702
M613 2 11.6605352936313
M614 2 11.7296588374302
M615 2 11.7412376403809
M616 2 11.772342575714
M617 2 11.7824150668457
M618 2 11.815673452802
M619 2 12.0465535065159
M620 2 12.0817353157327
M621 2 12.1467424929142
M622 2 12.3034546338022
M623 2 12.3968139896169
M624 2 12.4298331141472
M625 2 12.4557692511007
M626 2 12.4729720735922
M627 2 12.5893955491483
M628 2 12.615563236177
M629 2 12.7410115068778
M630 2 12.8032485209405
M631 2 13.0708561604843
M632 2 13.0722139729187
M633 2 13.117917724885
M634 2 13.14589492511
M635 2 13.2759884186089
M636 2 13.3376213349402
M637 2 13.6084945639595
M638 2 13.6344817327335
M639 2 13.6703600920737
M640 2 13.8015985954553
M641 2 13.8660964043811
M642 2 14.034558897838
M643 2 14.064211123623
M644 2 14.069256442599
M645 2 14.1827118163928
M646 2 14.2139086592942
M647 2 14.2394873779267
M648 2 14.2483100714162
M649 2 14.2551358463243
M650 2 14.2605579597875
M651 2 14.274674244225
M652 2 14.307042597793
M653 2 14.328615241684
M654 2 14.3743159482256
M655 2 14.4420842640102
M656 2 14.4789808988571
M657 2 14.4874052423984
M658 2 14.5048786746338
M659 2 14.5203016838059
M660 2 14.5325327385217
Q38 2 14.5736594405025
Q39 2 14.7090854309499
M661 2 14.7562791360542
M662 2 14.8244651220739
M663 2 14.8751714872196
M664 2 14.877588939853
M665 2 14.8928584903479
M666 2 14.9221820477396
M667 2 15.0861611170694
M668 2 15.1057194638997
M669 2 15.1165839191526
M670 2 15.2185102785006
M671 2 15.282305390574
M672 2 15.4528917884454
M673 2 15.4942967696115
M674 2 15.501421331428
M675 2 15.5069145653397
M676 2 15.6083497731015
M677 2 15.6151567725465
M678 2 15.6981788389385
M679 2 15.7112023048103
M680 2 15.7240545842797
M681 2 15.7516322191805
Q40 2 15.7589307054877
M682 2 15.8619135757908
M683 2 16.0559149738401
M684 2 16.2535332050174
M685 2 16.2678608950227
M686 2 16.4317046524957
M687 2 16.451416388154
M688 2 16.5483527630568
M689 2 16.8343264237046
M690 2 16.9538354873657
M691 2 16.9738091016188
M692 2 17.0709941955283
M693 2 17.1368442010134
M694 2 17.1842442266643
M695 2 17.254383796826
M696 2 17.2791384905577
M697 2 17.3437405144796
M698 2 17.4161876924336
M699 2 17.4240211397409
M700 2 17.5136185297742
M701 2 17.530870931223
M702 2 17.5330427382141
M703 2 17.5597417820245
M704 2 17.5822087470442
M705 2 17.629215773195
M706 2 17.6478921622038
M707 2 17.8542611422017
M708 2 17.8963940637186
M709 2 17.9539372818545
M710 2 17.9548252327368
M711 2 18.0390345398337
M712 2 18.061325638555
M713 2 18.0843467731029
M714 2 18.1050057057291
M715 2 18.2126212539151
M716 2 18.2695298502222
M717 2 18.3300773100927
M718 2 18.3562034927309
M719 2 18.4824979724362
M720 2 18.7133410060778
M721 2 18.7381594721228
M722 2 18.7589856237173
M723 2 18.7959900638089
M724 2 18.8420041836798
M725 2 18.878950313665
M726 2 19.0035766270012
M727 2 19.0871337521821
M728 2 19.1391492448747
Q41 2 19.1482862876728
M729 2 19.1687781969085
M730 2 19.2977625550702
M731 2 19.3382620392367
M732 2 19.4003477180377
M733 2 19.4275212474167
M734 2 19.4681432330981
M735 2 19.5568510796875
M736 2 19.6005188673735
M737 2 19.6228140033782
M738 2 19.6307297609746
M739 2 19.6310381731018
M740 2 19.6319064125419
M741 2 19.6413820842281
M742 2 19.642452117987
M743 2 19.8285773070529
M744 2 19.9147608876228
M745 2 19.9401654861867
M746 2 20.0143371429294
Q42 2 20.1502837752923
M747 2 20.1561641134322
M748 2 20.3311525052413
M749 2 20.3759473375976
M750 2 20.4026069305837
M751 2 20.4973473865539
M752 2 20.5135022476315
M753 2 20.5307955946773
M754 2 20.5776456976309
M755 2 20.5994378775358
M756 2 20.6709825480357
M757 2 20.6791205238551
M758 2 20.8814798947424
M759 2 20.9231240674853
Q43 2 20.9266951633617
M760 2 20.9730189666152
M761 2 21.099705719389
M762 2 21.1417096853256
M763 2 21.171563914977
M764 2 21.1719771148637
M765 2 21.2558016227558
M766 2 21.2694491352886
M767 2 21.3112390134484
M768 2 21.3292725384235
M769 2 21.3539993204176
M770 2 21.4203059161082
M771 2 21.445945110172
M772 2 21.4590694382787
M773 2 21.4720088476315
Q44 2 21.5314183942974
M774 2 21.5418042987585
M775 2 21.6629139008
M776 2 21.8031613435596
M777 2 21.9330088282004
M778 2 21.9693925604224
M779 2 21.9879331206903
M780 2 22.0031620049849
M781 2 22.0603858167306
M782 2 22.0965127553791
M783 2 22.1193167287856
M784 2 22.2253396594897
M785 2 22.2981205908582
M786 2 22.4053383339196
M787 2 22.440853016451
Q45 2 22.4431626917794
M788 2 22.6005522720516
M789 2 22.6597970584407
M790 2 22.6618935819715
M791 2 22.7101458795369
Q46 2 22.7913674153388
M792 2 22.9123825673014
M793 2 22.9246096126735
M794 2 23.0518582044169
M795 2 23.2296949625015
M796 2 23.287838366814
M797 2 23.3507519820705
M798 2 23.5269679594785
M799 2 23.5720046935603
M800 2 23.6329415347427
Q47 2 23.6484527634457
M801 2 23.6556652095169
M802 2 23.7424236349761
M803 2 23.8762021204457
M804 2 23.9757024636492
M805 2 24.2598655773327
M806 2 24.3480772152543
M807 2 24.5289105037227
M808 2 24.5652404800057
M809 2 24.6316940663382
M810 2 24.76094677113
M811 2 24.8283338081092
M812 2 24.8771531973034
M813 2 25.0176253728569
Q48 2 25.0320563139394
M814 2 25.073047564365
M815 2 25.1825525751337
M816 2 25.1839183922857
M817 2 25.2825283259153
M818 2 25.2929054154083
M819 2 25.29612632934
M820 2 25.3017715830356
M821 2 25.4466639412567
M822 2 25.5040210671723
M823 2 25.5154407536611
M824 2 25.6889225821942
M825 2 25.8369944198057
M826 2 25.864746957086
Q49 2 25.9913656488061
M827 2 26.1532155331224
M828 2 26.3814564468339
M829 2 26.4263598108664
M830 2 26.4295064192265
M831 2 26.5020233206451
M832 2 26.5568585973233
M833 2 26.7322763800621
M834 2 26.8808221025392
Q50 2 26.9242582563311
M835 2 27.1183803956956
M836 2 27.1249220520258
M837 2 27.1450488176197
M838 2 27.1697749011219
M839 2 27.2406396036968
M840 2 27.3043107334524
M841 2 27.3861729819328
M842 2 27.4144964944571
M843 2 27.460675444454
M844 2 27.51300486736
M845 2 27.5190892070532
M846 2 27.5380844995379
M847 2 27.6304466882721
M848 2 27.7086657565087
M849 2 27.8185981884599
M850 2 27.8267212444916
M851 2 27.8284927457571
M852 2 27.9825376113877
M853 2 27.9850479913875
M854 2 27.9938486404717
M855 2 28.0030918680131
M856 2 28.0069577274844
M857 2 28.043463723734
M858 2 28.0680771544576
M859 2 28.0939635029063
M860 2 28.1038564257324
M861 2 28.1430126400664
M862 2 28.1785255204886
M863 2 28.2361233048141
M864 2 28.2443430600688
M865 2 28.2496546022594
M866 2 28.3729232149199
M867 2 28.4293337585405
M868 2 28.4448983799666
M869 2 28.467193194665
M870 2 28.4750386001542
M871 2 28.665941990912
M872 2 28.7161576934159
M873 2 28.7460666289553
M874 2 28.7589160585776
M875 2 28.7940814811736
Q51 2 28.8783062249422
M876 2 28.9397842157632
M877 2 28.9947616215795
M878 2 29.2231671558693
M879 2 29.2661145748571
M880 2 29.3248104024678
M881 2 29.3962633330375
M882 2 29.467449830845
M883 2 29.5116150705144
M884 2 29.538750895299
M885 2 29.5543604996055
M886 2 29.6741783805192
M887 2 29.6746491082013
M888 2 29.6780242910609
M889 2 29.7536517865956
M890 2 29.8154691467062
Q52 2 29.8210370494053
M891 2 29.8437020787969
M892 2 29.9517505662516
M893 2 29.9618295673281
M894 2 30.0862795813009
M895 2 30.087213171646
M896 2 30.1948226010427
M897 2 30.3825420280918
M898 2 30.4349822597578
M899 2 30.4511255258694
M900 2 30.4699377156794
M901 2 30.6770777469501
M902 2 30.6866131816059
M903 2 30.713493260555
M904 2 30.7490299036726
M905 2 30.8268106961623
M906 2 30.8272134326398
M907 2 30.8923382777721
M908 2 30.8959866547957
M909 2 30.9363639727235
M910 2 31.0059957811609
M911 2 31.106708496809
M912 2 31.1569924419746
M913 2 31.4648181432858
M914 2 31.5594956371933
M915 2 31.5856073331088
M916 2 31.615889556706
M917 2 31.7041432717815
M918 2 31.8285238835961
Q53 2 31.8958356790245
M919 2 31.934095826
M920 2 32.0556935342029
M921 2 32.056624176912
M922 2 32.0834557525814
M923 2 32.1296791825444
M924 2 32.2494204109535
M925 2 32.2581279370934
M926 2 32.259997758083
M927 2 32.2689821803942
M928 2 32.2742607817054
M929 2 32.2869076905772
M930 2 32.3336510360241
M931 2 32.3697530804202
M932 2 32.3859362863004
M933 2 32.389298742637
M934 2 32.4566934769973
M935 2 32.4793802434579
M936 2 32.6140350848436
M937 2 32.6644790684804
Q54 2 32.7380083641037
M938 2 32.7655927324668
M939 2 32.823905129917
Q55 2 32.8239181637764
M940 2 32.8630088595673
M941 2 32.9396829474717
M942 2 33.0652690026909
M943 2 33.1000871071592
M944 2 33.1526814540848
M945 2 33.1729306373745
M946 2 33.1913311919197
M947 2 33.2488038623706
Q56 2 33.2724675396457
M948 2 33.2749466551468
M949 2 33.3765067253262
M950 2 33.5233164159581
M951 2 33.5290001844987
M952 2 33.5500253504142
M953 2 33.5510495351627
M954 2 33.6719453008845
M955 2 33.6872671544552
M956 2 33.7488105241209
M957 2 33.7605695519596
M958 2 33.8861920824274
M959 2 33.9592745387927
M960 2 33.9621686981991
M961 2 34.1112466994673
M962 2 34.1505456576124
M963 2 34.1898458171636
M964 2 34.4099738448858
M965 2 34.5800736034289
M966 2 34.5925832586363
M967 2 34.620226691477
M968 2 34.6724816132337
M969 2 34.7562775528058
M970 2 34.7714883461595
M971 2 34.8063974641263
M972 2 34.8133912542835
M973 2 34.8226391058415
M974 2 34.8228735616431
Q57 2 34.8313294351101
M975 2 34.8621677421033
M976 2 34.8763279337436
M977 2 34.973434265703
M978 2 35.0368214864284
M979 2 35.2211775351316
M980 2 35.2562601864338
M981 2 35.2996922610328
M982 2 35.3262060787529
M983 2 35.357403815724
M984 2 35.357778808102
M985 2 35.4645930742845
M986 2 35.4814307251945
M987 2 35.5417598504573
M988 2 35.5765086086467
M989 2 35.6119447248057
M990 2 35.6177376676351
M991 2 35.6296439794824
M992 2 35.6490752706304
M993 2 35.762128746137
M994 2 35.8315494004637
M995 2 35.8455462707207
M996 2 35.8916109055281
M997 2 35.9328010166064
M998 2 36.0325402859598
M999 2 36.0951159568503
M1000 2 36.0999931627885
M1001 2 36.1009387392551
M1002 2 36.1146585457027
M1003 2 36.1265414999798
Q58 2 36.1366523103788
M1004 2 36.1523483041674
M1005 2 36.3169471593574
M1006 2 36.3733592256904
M1007 2 36.388380099088
M1008 2 36.4194854535162
M1009 2 36.5148435719311
M1010 2 36.5280623082072
M1011 2 36.5501267462969
M1012 2 36.6157527873293
M1013 2 36.6259521944448
M1014 2 36.6661864053458
M1015 2 36.7462513362989
M1016 2 36.8485388578847
M1017 2 36.8649135064334
M1018 2 36.9068283168599
