ID Generation Chr Freq.Allele1 Freq.Allele2
 M130 3 1 0.658 0.34200001
 M131 3 1 0.051 0.94900000
 M132 3 1 0.466 0.53400001
 M133 3 1 0.945 0.05500001
 M134 3 1 0.653 0.34700000
 M135 3 1 0.344 0.65599999
 M136 3 1 0.413 0.58700001
 M137 3 1 0.305 0.69499999
 M138 3 1 0.589 0.41100001
 M139 3 1 0.595 0.40499997
 M140 3 1 0.240 0.76000001
 M141 3 1 0.864 0.13599998
 M142 3 1 0.356 0.64399999
 M143 3 1 0.455 0.54499999
 M144 3 1 0.562 0.43800002
 M145 3 1 0.903 0.09700000
 M146 3 1 0.627 0.37300003
 M147 3 1 0.451 0.54899999
 M148 3 1 0.690 0.31000000
 M149 3 1 0.816 0.18400002
 M150 3 1 0.569 0.43099999
 M151 3 1 0.732 0.26800001
 M152 3 1 0.072 0.92800000
 M153 3 1 0.190 0.81000000
 M154 3 1 0.140 0.86000000
 M155 3 1 0.195 0.80500001
 M156 3 1 0.771 0.22899997
 M157 3 1 0.867 0.13300002
 M158 3 1 0.760 0.24000001
 M159 3 1 0.507 0.49299997
 M160 3 1 0.246 0.75399999
 M161 3 1 0.237 0.76300000
 M162 3 1 0.695 0.30500001
 M163 3 1 0.929 0.07099998
 M164 3 1 0.065 0.93500000
 M165 3 1 0.826 0.17400002
 M166 3 1 0.142 0.85800000
 M167 3 1 0.421 0.57900000
 M168 3 1 0.675 0.32499999
 M169 3 1 0.189 0.81100000
 M170 3 1 0.512 0.48799998
 M171 3 1 0.354 0.64600000
 M172 3 1 0.282 0.71799999
 M173 3 1 0.093 0.90700000
 M174 3 1 0.953 0.04699999
 M175 3 1 0.206 0.79400000
 M176 3 1 0.358 0.64199999
 M177 3 1 0.730 0.26999998
 M178 3 1 0.051 0.94900000
 M179 3 1 0.814 0.18599999
 M180 3 1 0.670 0.32999998
 M181 3 1 0.559 0.44099998
 M182 3 1 0.260 0.74000001
 M183 3 1 0.657 0.34299999
 M184 3 1 0.228 0.77200000
 M185 3 1 0.312 0.68799999
 M186 3 1 0.364 0.63600001
 M187 3 1 0.135 0.86499999
 M188 3 1 0.529 0.47100002
 M189 3 1 0.583 0.41700000
 M190 3 1 0.828 0.17199999
 M191 3 1 0.707 0.29299998
 M192 3 1 0.841 0.15899998
 M193 3 1 0.682 0.31800002
 M194 3 1 0.270 0.72999999
 M195 3 1 0.312 0.68799999
 M196 3 1 0.444 0.55599999
 M197 3 1 0.057 0.94300000
 M198 3 1 0.519 0.48100001
 M199 3 1 0.287 0.71300000
 M200 3 1 0.271 0.72900000
 M201 3 1 0.682 0.31800002
 M202 3 1 0.720 0.27999997
 M203 3 1 0.257 0.74300000
 M204 3 1 0.666 0.33399999
 M205 3 1 0.645 0.35500002
 M206 3 1 0.268 0.73199999
 M207 3 1 0.400 0.59999999
 M208 3 1 0.626 0.37400001
 M209 3 1 0.537 0.46300000
 M210 3 1 0.217 0.78300001
 M211 3 1 0.507 0.49299997
 M212 3 1 0.559 0.44099998
 M213 3 1 0.531 0.46899998
 M214 3 1 0.577 0.42299998
 M215 3 1 0.081 0.91900000
 M216 3 1 0.582 0.41799998
 M217 3 1 0.315 0.68500000
 M218 3 1 0.407 0.59299999
 M219 3 1 0.812 0.18800002
 M220 3 1 0.083 0.91700000
 M221 3 1 0.684 0.31599998
 M222 3 1 0.050 0.95000000
 M223 3 1 0.783 0.21700001
 M224 3 1 0.440 0.56000000
 M225 3 1 0.248 0.75200000
 M226 3 1 0.397 0.60299999
 M227 3 1 0.296 0.70400000
 M228 3 1 0.434 0.56600001
 M229 3 1 0.543 0.45700002
 M230 3 1 0.457 0.54300001
 M231 3 1 0.150 0.84999999
 M232 3 1 0.368 0.63200000
 M233 3 1 0.174 0.82600001
 M234 3 1 0.381 0.61899999
 M235 3 1 0.395 0.60499999
 M236 3 1 0.105 0.89500000
 M237 3 1 0.829 0.17100000
 M238 3 1 0.354 0.64600000
 M239 3 1 0.467 0.53299999
 M240 3 1 0.778 0.22200000
 M241 3 1 0.760 0.24000001
 M242 3 1 0.594 0.40600002
 M243 3 1 0.311 0.68900001
 M244 3 1 0.318 0.68200001
 M245 3 1 0.915 0.08499998
 M246 3 1 0.057 0.94300000
 M247 3 1 0.883 0.11699998
 M248 3 1 0.798 0.20200002
 M249 3 1 0.858 0.14200002
 M250 3 1 0.522 0.47799999
 M251 3 1 0.480 0.52000001
 M252 3 1 0.920 0.07999998
 M253 3 1 0.835 0.16500002
 M254 3 1 0.211 0.78900000
 M255 3 1 0.810 0.19000000
 M256 3 1 0.881 0.11900002
 M257 3 1 0.219 0.78100000
 M258 3 1 0.410 0.59000000
 M259 3 1 0.813 0.18699998
 M260 3 1 0.842 0.15799999
 M261 3 1 0.238 0.76199999
 M262 3 1 0.749 0.25099999
 M263 3 1 0.444 0.55599999
 M264 3 1 0.212 0.78800000
 M265 3 1 0.217 0.78300001
 M266 3 1 0.803 0.19700003
 M267 3 1 0.852 0.14800000
 M268 3 1 0.775 0.22500002
 M269 3 1 0.762 0.23799998
 M270 3 1 0.352 0.64800000
 M271 3 1 0.492 0.50799999
 M272 3 1 0.098 0.90200000
 M273 3 1 0.728 0.27200001
 M274 3 1 0.299 0.70100001
 M275 3 1 0.657 0.34299999
 M276 3 1 0.405 0.59500000
 M277 3 1 0.590 0.41000003
 M278 3 1 0.384 0.61600000
 M279 3 1 0.209 0.79099999
 M280 3 1 0.844 0.15600002
 M281 3 1 0.346 0.65400001
 M282 3 1 0.321 0.67899999
 M283 3 1 0.504 0.49599999
 M284 3 1 0.705 0.29500002
 M285 3 1 0.246 0.75399999
 M286 3 1 0.823 0.17699999
 M287 3 1 0.463 0.53700000
 M288 3 1 0.476 0.52399999
 M289 3 1 0.497 0.50299999
 M290 3 1 0.475 0.52500001
 M291 3 1 0.771 0.22899997
 M292 3 1 0.728 0.27200001
 M293 3 1 0.617 0.38300002
 M294 3 1 0.827 0.17299998
 M295 3 1 0.135 0.86499999
 M296 3 1 0.277 0.72299999
 M297 3 1 0.240 0.76000001
 M298 3 1 0.521 0.47899997
 M299 3 1 0.220 0.78000000
 M300 3 1 0.326 0.67399999
 M301 3 1 0.261 0.73899999
 M302 3 1 0.410 0.59000000
 M303 3 1 0.108 0.89200000
 M304 3 1 0.870 0.13000000
 M305 3 1 0.450 0.55000001
 M306 3 1 0.662 0.33800000
 M307 3 1 0.648 0.35200000
 M308 3 1 0.388 0.61199999
 M309 3 1 0.662 0.33800000
 M310 3 1 0.796 0.20400000
 M311 3 1 0.530 0.47000003
 M312 3 1 0.686 0.31400001
 M313 3 1 0.685 0.31500000
 M314 3 1 0.274 0.72600001
 M315 3 1 0.486 0.51400000
 M316 3 1 0.470 0.53000000
 M317 3 1 0.599 0.40100002
 M318 3 1 0.558 0.44199997
 M319 3 1 0.657 0.34299999
 M320 3 1 0.635 0.36500001
 M321 3 1 0.814 0.18599999
 M322 3 1 0.451 0.54899999
 M323 3 1 0.376 0.62400001
 M324 3 1 0.349 0.65099999
 M325 3 1 0.509 0.49100000
 M326 3 1 0.188 0.81200001
 M327 3 1 0.170 0.83000000
 M328 3 1 0.690 0.31000000
 M329 3 1 0.161 0.83900000
 M330 3 1 0.755 0.24500000
 M331 3 1 0.325 0.67500001
 M332 3 1 0.175 0.82500000
 M333 3 1 0.722 0.27800000
 M334 3 1 0.867 0.13300002
 M335 3 1 0.642 0.35799998
 M336 3 1 0.723 0.27700001
 M337 3 1 0.408 0.59200001
 M338 3 1 0.259 0.74100000
 M339 3 1 0.479 0.52100000
 M340 3 1 0.369 0.63100001
 M341 3 1 0.770 0.23000002
 M342 3 1 0.882 0.11799997
 M343 3 1 0.475 0.52500001
 M344 3 1 0.624 0.37599999
 M345 3 1 0.856 0.14399999
 M346 3 1 0.435 0.56500000
 M347 3 1 0.432 0.56799999
 M348 3 1 0.320 0.68000001
 M349 3 1 0.222 0.77800000
 M350 3 1 0.499 0.50099999
 M351 3 1 0.412 0.58800000
 M352 3 1 0.522 0.47799999
 M353 3 1 0.920 0.07999998
 M354 3 1 0.520 0.48000002
 M355 3 1 0.430 0.56999999
 M356 3 1 0.811 0.18900001
 M357 3 1 0.329 0.67100000
 M358 3 1 0.425 0.57499999
 M359 3 1 0.888 0.11199999
 M360 3 1 0.337 0.66299999
 M361 3 1 0.240 0.76000001
 M362 3 1 0.901 0.09899998
 M363 3 1 0.230 0.77000000
 M364 3 1 0.782 0.21799999
 M365 3 1 0.730 0.26999998
 M366 3 1 0.337 0.66299999
 M367 3 1 0.473 0.52700001
 M368 3 1 0.630 0.37000000
 M369 3 1 0.309 0.69100001
 M370 3 1 0.196 0.80400001
 M371 3 1 0.195 0.80500001
 M372 3 1 0.174 0.82600001
 M373 3 1 0.438 0.56200001
 M374 3 1 0.297 0.70300001
 M375 3 1 0.554 0.44599998
 M376 3 1 0.249 0.75100000
 M377 3 1 0.862 0.13800001
 M378 3 1 0.167 0.83300000
 M379 3 1 0.499 0.50099999
 M380 3 1 0.468 0.53200001
 M381 3 1 0.192 0.80800000
 M382 3 1 0.135 0.86499999
 M383 3 1 0.284 0.71599999
 M384 3 1 0.499 0.50099999
 M385 3 1 0.607 0.39300001
 M386 3 1 0.798 0.20200002
 M387 3 1 0.364 0.63600001
 M388 3 1 0.637 0.36299998
 M389 3 1 0.686 0.31400001
 M390 3 1 0.749 0.25099999
 M391 3 1 0.416 0.58399999
 M392 3 1 0.446 0.55399999
 M393 3 1 0.730 0.26999998
 M394 3 1 0.697 0.30299997
 M395 3 1 0.318 0.68200001
 M396 3 1 0.262 0.73800001
 M397 3 1 0.192 0.80800000
 M398 3 1 0.146 0.85400000
 M399 3 1 0.594 0.40600002
 M400 3 1 0.557 0.44300002
 M401 3 1 0.268 0.73199999
 M402 3 1 0.395 0.60499999
 M403 3 1 0.260 0.74000001
 M404 3 1 0.092 0.90800000
 M405 3 1 0.338 0.66200000
 M406 3 1 0.828 0.17199999
 M407 3 1 0.239 0.76100001
 M408 3 1 0.372 0.62799999
 M409 3 1 0.462 0.53799999
 M410 3 1 0.487 0.51300001
 M411 3 1 0.121 0.87900000
 M412 3 1 0.104 0.89600000
 M413 3 1 0.949 0.05100000
 M414 3 1 0.732 0.26800001
 M415 3 1 0.591 0.40899998
 M416 3 1 0.661 0.33899999
 M417 3 1 0.701 0.29900002
 M418 3 1 0.430 0.56999999
 M419 3 1 0.315 0.68500000
 M420 3 1 0.319 0.68099999
 M421 3 1 0.235 0.76500000
 M422 3 1 0.791 0.20899999
 M423 3 1 0.891 0.10900003
 M424 3 1 0.534 0.46600002
 M425 3 1 0.838 0.16200000
 M426 3 1 0.477 0.52300000
 M427 3 1 0.386 0.61399999
 M428 3 1 0.446 0.55399999
 M429 3 1 0.927 0.07300001
 M430 3 1 0.424 0.57600001
 M431 3 1 0.824 0.17600000
 M432 3 1 0.141 0.85900000
 M433 3 1 0.182 0.81800000
 M434 3 1 0.341 0.65900001
 M435 3 1 0.147 0.85300000
 M436 3 1 0.636 0.36400002
 M437 3 1 0.276 0.72400001
 M438 3 1 0.196 0.80400001
 M439 3 1 0.798 0.20200002
 M440 3 1 0.441 0.55899999
 M441 3 1 0.724 0.27600002
 M442 3 1 0.782 0.21799999
 M443 3 1 0.385 0.61500001
 M444 3 1 0.123 0.87700000
 M445 3 1 0.485 0.51499999
 M446 3 1 0.124 0.87600000
 M447 3 1 0.153 0.84700000
 M448 3 1 0.942 0.05800003
 M449 3 2 0.362 0.63800001
 M450 3 2 0.637 0.36299998
 M451 3 2 0.406 0.59400001
 M452 3 2 0.350 0.65000001
 M453 3 2 0.067 0.93300000
 M454 3 2 0.119 0.88100000
 M455 3 2 0.790 0.20999998
 M456 3 2 0.164 0.83600000
 M457 3 2 0.726 0.27399999
 M458 3 2 0.453 0.54699999
 M459 3 2 0.155 0.84500000
 M460 3 2 0.510 0.49000001
 M461 3 2 0.449 0.55100000
 M462 3 2 0.321 0.67899999
 M463 3 2 0.273 0.72700000
 M464 3 2 0.674 0.32599998
 M465 3 2 0.248 0.75200000
 M466 3 2 0.798 0.20200002
 M467 3 2 0.214 0.78600000
 M468 3 2 0.228 0.77200000
 M469 3 2 0.684 0.31599998
 M470 3 2 0.316 0.68399999
 M471 3 2 0.465 0.53500000
 M472 3 2 0.252 0.74800000
 M473 3 2 0.973 0.02700001
 M474 3 2 0.311 0.68900001
 M475 3 2 0.372 0.62799999
 M476 3 2 0.349 0.65099999
 M477 3 2 0.578 0.42199999
 M478 3 2 0.469 0.53099999
 M479 3 2 0.898 0.10200000
 M480 3 2 0.218 0.78200001
 M481 3 2 0.798 0.20200002
 M482 3 2 0.253 0.74700001
 M483 3 2 0.186 0.81400000
 M484 3 2 0.581 0.41900003
 M485 3 2 0.932 0.06800002
 M486 3 2 0.209 0.79099999
 M487 3 2 0.785 0.21499997
 M488 3 2 0.867 0.13300002
 M489 3 2 0.646 0.35399997
 M490 3 2 0.883 0.11699998
 M491 3 2 0.828 0.17199999
 M492 3 2 0.944 0.05599999
 M493 3 2 0.890 0.11000001
 M494 3 2 0.589 0.41100001
 M495 3 2 0.110 0.89000000
 M496 3 2 0.250 0.75000000
 M497 3 2 0.237 0.76300000
 M498 3 2 0.429 0.57100001
 M499 3 2 0.633 0.36699998
 M500 3 2 0.338 0.66200000
 M501 3 2 0.389 0.61100000
 M502 3 2 0.079 0.92100000
 M503 3 2 0.261 0.73899999
 M504 3 2 0.268 0.73199999
 M505 3 2 0.048 0.95200000
 M506 3 2 0.514 0.48600000
 M507 3 2 0.481 0.51899999
 M508 3 2 0.805 0.19499999
 M509 3 2 0.866 0.13400000
 M510 3 2 0.230 0.77000000
 M511 3 2 0.093 0.90700000
 M512 3 2 0.626 0.37400001
 M513 3 2 0.254 0.74599999
 M514 3 2 0.454 0.54600000
 M515 3 2 0.629 0.37099999
 M516 3 2 0.359 0.64100000
 M517 3 2 0.378 0.62200001
 M518 3 2 0.494 0.50600001
 M519 3 2 0.084 0.91600000
 M520 3 2 0.894 0.10600001
 M521 3 2 0.965 0.03500003
 M522 3 2 0.544 0.45599997
 M523 3 2 0.523 0.47700000
 M524 3 2 0.260 0.74000001
 M525 3 2 0.430 0.56999999
 M526 3 2 0.740 0.25999999
 M527 3 2 0.198 0.80200000
 M528 3 2 0.380 0.62000000
 M529 3 2 0.544 0.45599997
 M530 3 2 0.448 0.55199999
 M531 3 2 0.272 0.72799999
 M532 3 2 0.587 0.41299999
 M533 3 2 0.325 0.67500001
 M534 3 2 0.344 0.65599999
 M535 3 2 0.095 0.90500000
 M536 3 2 0.209 0.79099999
 M537 3 2 0.658 0.34200001
 M538 3 2 0.649 0.35100001
 M539 3 2 0.903 0.09700000
 M540 3 2 0.776 0.22399998
 M541 3 2 0.244 0.75600000
 M542 3 2 0.560 0.44000000
 M543 3 2 0.527 0.47299999
 M544 3 2 0.331 0.66900000
 M545 3 2 0.671 0.32900000
 M546 3 2 0.338 0.66200000
 M547 3 2 0.460 0.53999999
 M548 3 2 0.604 0.39600003
 M549 3 2 0.829 0.17100000
 M550 3 2 0.697 0.30299997
 M551 3 2 0.318 0.68200001
 M552 3 2 0.444 0.55599999
 M553 3 2 0.439 0.56099999
 M554 3 2 0.903 0.09700000
 M555 3 2 0.652 0.34799999
 M556 3 2 0.908 0.09200001
 M557 3 2 0.485 0.51499999
 M558 3 2 0.477 0.52300000
 M559 3 2 0.447 0.55300000
 M560 3 2 0.545 0.45499998
 M561 3 2 0.010 0.99000000
 M562 3 2 0.242 0.75800000
 M563 3 2 0.695 0.30500001
 M564 3 2 0.105 0.89500000
 M565 3 2 0.922 0.07800001
 M566 3 2 0.639 0.36100000
 M567 3 2 0.487 0.51300001
 M568 3 2 0.291 0.70899999
 M569 3 2 0.046 0.95400000
 M570 3 2 0.109 0.89100000
 M571 3 2 0.054 0.94600000
 M572 3 2 0.948 0.05199999
 M573 3 2 0.867 0.13300002
 M574 3 2 0.515 0.48500001
 M575 3 2 0.339 0.66100001
 M576 3 2 0.491 0.50900000
 M577 3 2 0.329 0.67100000
 M578 3 2 0.861 0.13900000
 M579 3 2 0.314 0.68599999
 M580 3 2 0.508 0.49199998
 M581 3 2 0.164 0.83600000
 M582 3 2 0.276 0.72400001
 M583 3 2 0.032 0.96800000
 M584 3 2 0.840 0.16000003
 M585 3 2 0.333 0.66700000
 M586 3 2 0.367 0.63299999
 M587 3 2 0.125 0.87500000
 M588 3 2 0.710 0.29000002
 M589 3 2 0.626 0.37400001
 M590 3 2 0.479 0.52100000
 M591 3 2 0.613 0.38700002
 M592 3 2 0.196 0.80400001
 M593 3 2 0.592 0.40799999
 M594 3 2 0.113 0.88700000
 M595 3 2 0.646 0.35399997
 M596 3 2 0.601 0.39899999
 M597 3 2 0.745 0.25500000
 M598 3 2 0.870 0.13000000
 M599 3 2 0.352 0.64800000
 M600 3 2 0.409 0.59099999
 M601 3 2 0.611 0.38900000
 M602 3 2 0.192 0.80800000
 M603 3 2 0.645 0.35500002
 M604 3 2 0.836 0.16399997
 M605 3 2 0.438 0.56200001
 M606 3 2 0.826 0.17400002
 M607 3 2 0.858 0.14200002
 M608 3 2 0.666 0.33399999
 M609 3 2 0.428 0.57200000
 M610 3 2 0.640 0.36000001
 M611 3 2 0.716 0.28399998
 M612 3 2 0.211 0.78900000
 M613 3 2 0.396 0.60400000
 M614 3 2 0.604 0.39600003
 M615 3 2 0.303 0.69700000
 M616 3 2 0.237 0.76300000
 M617 3 2 0.452 0.54800001
 M618 3 2 0.382 0.61800000
 M619 3 2 0.630 0.37000000
 M620 3 2 0.579 0.42100000
 M621 3 2 0.760 0.24000001
 M622 3 2 0.282 0.71799999
 M623 3 2 0.307 0.69299999
 M624 3 2 0.500 0.50000000
 M625 3 2 0.306 0.69400001
 M626 3 2 0.812 0.18800002
 M627 3 2 0.938 0.06199998
 M628 3 2 0.354 0.64600000
 M629 3 2 0.621 0.37900001
 M630 3 2 0.164 0.83600000
 M631 3 2 0.271 0.72900000
 M632 3 2 0.758 0.24199998
 M633 3 2 0.942 0.05800003
 M634 3 2 0.270 0.72999999
 M635 3 2 0.763 0.23699999
 M636 3 2 0.263 0.73699999
 M637 3 2 0.638 0.36199999
 M638 3 2 0.198 0.80200000
 M639 3 2 0.545 0.45499998
 M640 3 2 0.336 0.66400000
 M641 3 2 0.041 0.95900000
 M642 3 2 0.198 0.80200000
 M643 3 2 0.663 0.33700001
 M644 3 2 0.600 0.39999998
 M645 3 2 0.069 0.93100000
 M646 3 2 0.722 0.27800000
 M647 3 2 0.288 0.71200001
 M648 3 2 0.373 0.62700000
 M649 3 2 0.269 0.73100001
 M650 3 2 0.956 0.04400003
 M651 3 2 0.600 0.39999998
 M652 3 2 0.651 0.34899998
 M653 3 2 0.698 0.30199999
 M654 3 2 0.576 0.42400002
 M655 3 2 0.904 0.09600002
 M656 3 2 0.487 0.51300001
 M657 3 2 0.691 0.30900002
 M658 3 2 0.535 0.46499997
 M659 3 2 0.811 0.18900001
 M660 3 2 0.603 0.39700001
 M661 3 2 0.535 0.46499997
 M662 3 2 0.229 0.77100000
 M663 3 2 0.748 0.25199997
 M664 3 2 0.196 0.80400001
 M665 3 2 0.580 0.42000002
 M666 3 2 0.138 0.86200000
 M667 3 2 0.216 0.78399999
 M668 3 2 0.249 0.75100000
 M669 3 2 0.226 0.77400000
 M670 3 2 0.287 0.71300000
 M671 3 2 0.483 0.51699999
 M672 3 2 0.767 0.23299998
 M673 3 2 0.264 0.73600000
 M674 3 2 0.749 0.25099999
 M675 3 2 0.607 0.39300001
 M676 3 2 0.276 0.72400001
 M677 3 2 0.805 0.19499999
 M678 3 2 0.773 0.22700000
 M679 3 2 0.312 0.68799999
 M680 3 2 0.477 0.52300000
 M681 3 2 0.706 0.29400003
 M682 3 2 0.139 0.86100000
 M683 3 2 0.499 0.50099999
 M684 3 2 0.195 0.80500001
 M685 3 2 0.804 0.19599998
 M686 3 2 0.366 0.63400000
 M687 3 2 0.569 0.43099999
 M688 3 2 0.505 0.49500000
 M689 3 2 0.490 0.50999999
 M690 3 2 0.975 0.02499998
 M691 3 2 0.590 0.41000003
 M692 3 2 0.363 0.63699999
 M693 3 2 0.496 0.50400001
 M694 3 2 0.646 0.35399997
 M695 3 2 0.300 0.69999999
 M696 3 2 0.230 0.77000000
 M697 3 2 0.416 0.58399999
 M698 3 2 0.395 0.60499999
 M699 3 2 0.654 0.34600002
 M700 3 2 0.852 0.14800000
 M701 3 2 0.637 0.36299998
 M702 3 2 0.202 0.79799999
 M703 3 2 0.561 0.43900001
 M704 3 2 0.537 0.46300000
 M705 3 2 0.434 0.56600001
 M706 3 2 0.760 0.24000001
 M707 3 2 0.899 0.10100001
 M708 3 2 0.718 0.28200001
 M709 3 2 0.392 0.60800001
 M710 3 2 0.215 0.78500000
 M711 3 2 0.257 0.74300000
 M712 3 2 0.341 0.65900001
 M713 3 2 0.361 0.63900000
 M714 3 2 0.711 0.28899997
 M715 3 2 0.431 0.56900001
 M716 3 2 0.429 0.57100001
 M717 3 2 0.534 0.46600002
 M718 3 2 0.457 0.54300001
 M719 3 2 0.368 0.63200000
 M720 3 2 0.290 0.71000001
 M721 3 2 0.638 0.36199999
 M722 3 2 0.606 0.39399999
 M723 3 2 0.054 0.94600000
 M724 3 2 0.643 0.35699999
 M725 3 2 0.294 0.70600000
 M726 3 2 0.412 0.58800000
 M727 3 2 0.769 0.23100001
 M728 3 2 0.202 0.79799999
 M729 3 2 0.732 0.26800001
 M730 3 2 0.328 0.67199999
 M731 3 2 0.333 0.66700000
 M732 3 2 0.388 0.61199999
 M733 3 2 0.784 0.21600002
 M734 3 2 0.491 0.50900000
 M735 3 2 0.437 0.56299999
 M736 3 2 0.578 0.42199999
 M737 3 2 0.909 0.09100002
 M738 3 2 0.572 0.42799997
 M739 3 2 0.160 0.84000000
 M740 3 2 0.309 0.69100001
 M741 3 2 0.540 0.45999998
 M742 3 2 0.473 0.52700001
 M743 3 2 0.402 0.59799999
 M744 3 2 0.878 0.12199998
 M745 3 2 0.661 0.33899999
 M746 3 2 0.616 0.38400000
 M747 3 2 0.319 0.68099999
 M748 3 2 0.827 0.17299998
 M749 3 2 0.066 0.93400000
 M750 3 2 0.268 0.73199999
 M751 3 2 0.380 0.62000000
 M752 3 2 0.101 0.89900000
 M753 3 2 0.407 0.59299999
 M754 3 2 0.550 0.44999999
 M755 3 2 0.494 0.50600001
 M756 3 2 0.529 0.47100002
 M757 3 2 0.193 0.80700000
 M758 3 2 0.354 0.64600000
 M759 3 2 0.500 0.50000000
 M760 3 2 0.728 0.27200001
 M761 3 2 0.088 0.91200000
 M762 3 2 0.630 0.37000000
 M763 3 2 0.553 0.44700003
 M764 3 2 0.504 0.49599999
 M765 3 2 0.518 0.48199999
 M766 3 2 0.512 0.48799998
 M767 3 2 0.346 0.65400001
 M768 3 2 0.519 0.48100001
 M769 3 2 0.281 0.71900001
 M770 3 2 0.862 0.13800001
 M771 3 2 0.788 0.21200001
 M772 3 2 0.291 0.70899999
 M773 3 2 0.156 0.84400000
 M774 3 2 0.917 0.08300000
