ID Generation Chr Freq.Allele1 Freq.Allele2
 M188 2 1 0.529 0.47100002
 M189 2 1 0.599 0.40100002
 M190 2 1 0.828 0.17199999
 M191 2 1 0.660 0.33999997
 M192 2 1 0.863 0.13700002
 M193 2 1 0.645 0.35500002
 M194 2 1 0.239 0.76100001
 M195 2 1 0.320 0.68000001
 M196 2 1 0.457 0.54300001
 M197 2 1 0.058 0.94200000
 M198 2 1 0.481 0.51899999
 M199 2 1 0.303 0.69700000
 M200 2 1 0.245 0.75500000
 M201 2 1 0.657 0.34299999
 M202 2 1 0.754 0.24599999
 M203 2 1 0.236 0.76400000
 M204 2 1 0.689 0.31099999
 M205 2 1 0.645 0.35500002
 M206 2 1 0.233 0.76700000
 M207 2 1 0.413 0.58700001
 M208 2 1 0.640 0.36000001
 M209 2 1 0.548 0.45200002
 M210 2 1 0.255 0.74500000
 M211 2 1 0.469 0.53099999
 M212 2 1 0.577 0.42299998
 M213 2 1 0.565 0.43500000
 M214 2 1 0.554 0.44599998
 M215 2 1 0.092 0.90800000
 M216 2 1 0.571 0.42900002
 M217 2 1 0.368 0.63200000
 M218 2 1 0.410 0.59000000
 M219 2 1 0.808 0.19199997
 M220 2 1 0.085 0.91500000
 M221 2 1 0.692 0.30800003
 M222 2 1 0.081 0.91900000
 M223 2 1 0.803 0.19700003
 M224 2 1 0.427 0.57300001
 M225 2 1 0.261 0.73899999
 M226 2 1 0.380 0.62000000
 M227 2 1 0.285 0.71500000
 M228 2 1 0.466 0.53400001
 M229 2 1 0.487 0.51300001
 M230 2 1 0.395 0.60499999
 M231 2 1 0.141 0.85900000
 M232 2 1 0.324 0.67600000
 M233 2 1 0.169 0.83100000
 M234 2 1 0.336 0.66400000
 M235 2 1 0.357 0.64300001
 M236 2 1 0.089 0.91100000
 M237 2 1 0.823 0.17699999
 M238 2 1 0.386 0.61399999
 M239 2 1 0.448 0.55199999
 M240 2 1 0.789 0.21100003
 M241 2 1 0.764 0.23600000
 M242 2 1 0.585 0.41500002
 M243 2 1 0.331 0.66900000
 M244 2 1 0.323 0.67699999
 M245 2 1 0.906 0.09399998
 M246 2 1 0.063 0.93700000
 M247 2 1 0.879 0.12099999
 M248 2 1 0.757 0.24299997
 M249 2 1 0.835 0.16500002
 M250 2 1 0.553 0.44700003
 M251 2 1 0.508 0.49199998
 M252 2 1 0.923 0.07700002
 M253 2 1 0.856 0.14399999
 M254 2 1 0.192 0.80800000
 M255 2 1 0.824 0.17600000
 M256 2 1 0.851 0.14899999
 M257 2 1 0.213 0.78700000
 M258 2 1 0.397 0.60299999
 M259 2 1 0.838 0.16200000
 M260 2 1 0.840 0.16000003
 M261 2 1 0.263 0.73699999
 M262 2 1 0.767 0.23299998
 M263 2 1 0.435 0.56500000
 M264 2 1 0.220 0.78000000
 M265 2 1 0.224 0.77599999
 M266 2 1 0.786 0.21399999
 M267 2 1 0.878 0.12199998
 M268 2 1 0.770 0.23000002
 M269 2 1 0.759 0.24100000
 M270 2 1 0.355 0.64500001
 M271 2 1 0.477 0.52300000
 M272 2 1 0.103 0.89700000
 M273 2 1 0.736 0.26400000
 M274 2 1 0.325 0.67500001
 M275 2 1 0.700 0.30000001
 M276 2 1 0.390 0.61000001
 M277 2 1 0.600 0.39999998
 M278 2 1 0.391 0.60900000
 M279 2 1 0.223 0.77700000
 M280 2 1 0.855 0.14499998
 M281 2 1 0.346 0.65400001
 M282 2 1 0.340 0.66000000
 M283 2 1 0.448 0.55199999
 M284 2 1 0.734 0.26599997
 M285 2 1 0.240 0.76000001
 M286 2 1 0.787 0.21300000
 M287 2 1 0.426 0.57400000
 M288 2 1 0.459 0.54100001
 M289 2 1 0.502 0.49800003
 M290 2 1 0.483 0.51699999
 M291 2 1 0.752 0.24800003
 M292 2 1 0.699 0.30100000
 M293 2 1 0.586 0.41399997
 M294 2 1 0.820 0.18000001
 M295 2 1 0.142 0.85800000
 M296 2 1 0.277 0.72299999
 M297 2 1 0.255 0.74500000
 M298 2 1 0.504 0.49599999
 M299 2 1 0.234 0.76600000
 M300 2 1 0.341 0.65900001
 M301 2 1 0.283 0.71700001
 M302 2 1 0.390 0.61000001
 M303 2 1 0.102 0.89800000
 M304 2 1 0.871 0.12900001
 M305 2 1 0.443 0.55700001
 M306 2 1 0.688 0.31199998
 M307 2 1 0.652 0.34799999
 M308 2 1 0.376 0.62400001
 M309 2 1 0.666 0.33399999
 M310 2 1 0.800 0.19999999
 M311 2 1 0.565 0.43500000
 M312 2 1 0.674 0.32599998
 M313 2 1 0.671 0.32900000
 M314 2 1 0.269 0.73100001
 M315 2 1 0.476 0.52399999
 M316 2 1 0.512 0.48799998
 M317 2 1 0.573 0.42699999
 M318 2 1 0.585 0.41500002
 M319 2 1 0.702 0.29799998
 M320 2 1 0.632 0.36799997
 M321 2 1 0.800 0.19999999
 M322 2 1 0.502 0.49800003
 M323 2 1 0.415 0.58500001
 M324 2 1 0.363 0.63699999
 M325 2 1 0.552 0.44800001
 M326 2 1 0.192 0.80800000
 M327 2 1 0.164 0.83600000
 M328 2 1 0.679 0.32099998
 M329 2 1 0.158 0.84199999
 M330 2 1 0.759 0.24100000
 M331 2 1 0.318 0.68200001
 M332 2 1 0.173 0.82700001
 M333 2 1 0.713 0.28700000
 M334 2 1 0.848 0.15200001
 M335 2 1 0.612 0.38800001
 M336 2 1 0.705 0.29500002
 M337 2 1 0.350 0.65000001
 M338 2 1 0.266 0.73400000
 M339 2 1 0.479 0.52100000
 M340 2 1 0.406 0.59400001
 M341 2 1 0.767 0.23299998
 M342 2 1 0.834 0.16600001
 M343 2 1 0.499 0.50099999
 M344 2 1 0.587 0.41299999
 M345 2 1 0.856 0.14399999
 M346 2 1 0.457 0.54300001
 M347 2 1 0.420 0.58000001
 M348 2 1 0.369 0.63100001
 M349 2 1 0.226 0.77400000
 M350 2 1 0.510 0.49000001
 M351 2 1 0.460 0.53999999
 M352 2 1 0.528 0.47200000
 M353 2 1 0.917 0.08300000
 M354 2 1 0.517 0.48299998
 M355 2 1 0.448 0.55199999
 M356 2 1 0.772 0.22799999
 M357 2 1 0.307 0.69299999
 M358 2 1 0.416 0.58399999
 M359 2 1 0.850 0.14999998
 M360 2 1 0.355 0.64500001
 M361 2 1 0.250 0.75000000
 M362 2 1 0.878 0.12199998
 M363 2 1 0.230 0.77000000
 M364 2 1 0.784 0.21600002
 M365 2 1 0.700 0.30000001
 M366 2 1 0.364 0.63600001
 M367 2 1 0.439 0.56099999
 M368 2 1 0.660 0.33999997
 M369 2 1 0.285 0.71500000
 M370 2 1 0.225 0.77500001
 M371 2 1 0.216 0.78399999
 M372 2 1 0.160 0.84000000
 M373 2 1 0.473 0.52700001
 M374 2 1 0.311 0.68900001
 M375 2 1 0.512 0.48799998
 M376 2 1 0.242 0.75800000
 M377 2 1 0.861 0.13900000
 M378 2 1 0.171 0.82900000
 M379 2 1 0.481 0.51899999
 M380 2 1 0.454 0.54600000
 M381 2 1 0.193 0.80700000
 M382 2 1 0.139 0.86100000
 M383 2 1 0.307 0.69299999
 M384 2 1 0.511 0.48900002
 M385 2 1 0.616 0.38400000
 M386 2 1 0.816 0.18400002
 M387 2 1 0.360 0.63999999
 M388 2 1 0.664 0.33600003
 M389 2 1 0.708 0.29200000
 M390 2 1 0.739 0.26099998
 M391 2 1 0.408 0.59200001
 M392 2 1 0.447 0.55300000
 M393 2 1 0.706 0.29400003
 M394 2 1 0.697 0.30299997
 M395 2 1 0.318 0.68200001
 M396 2 1 0.277 0.72299999
 M397 2 1 0.184 0.81600000
 M398 2 1 0.155 0.84500000
 M399 2 1 0.632 0.36799997
 M400 2 1 0.597 0.40300000
 M401 2 1 0.272 0.72799999
 M402 2 1 0.410 0.59000000
 M403 2 1 0.266 0.73400000
 M404 2 1 0.072 0.92800000
 M405 2 1 0.348 0.65200001
 M406 2 1 0.855 0.14499998
 M407 2 1 0.205 0.79500000
 M408 2 1 0.395 0.60499999
 M409 2 1 0.488 0.51199999
 M410 2 1 0.406 0.59400001
 M411 2 1 0.131 0.86900000
 M412 2 1 0.083 0.91700000
 M413 2 1 0.930 0.06999999
 M414 2 1 0.765 0.23500001
 M415 2 1 0.606 0.39399999
 M416 2 1 0.681 0.31900001
 M417 2 1 0.737 0.26300001
 M418 2 1 0.400 0.59999999
 M419 2 1 0.307 0.69299999
 M420 2 1 0.285 0.71500000
 M421 2 1 0.227 0.77300000
 M422 2 1 0.769 0.23100001
 M423 2 1 0.879 0.12099999
 M424 2 1 0.560 0.44000000
 M425 2 1 0.862 0.13800001
 M426 2 1 0.468 0.53200001
 M427 2 1 0.377 0.62300000
 M428 2 1 0.431 0.56900001
 M429 2 1 0.898 0.10200000
 M430 2 1 0.424 0.57600001
 M431 2 1 0.791 0.20899999
 M432 2 1 0.126 0.87400000
 M433 2 1 0.166 0.83400001
 M434 2 1 0.322 0.67800000
 M435 2 1 0.118 0.88200000
 M436 2 1 0.617 0.38300002
 M437 2 1 0.321 0.67899999
 M438 2 1 0.171 0.82900000
 M439 2 1 0.825 0.17500001
 M440 2 1 0.459 0.54100001
 M441 2 1 0.717 0.28299999
 M442 2 1 0.796 0.20400000
 M443 2 1 0.373 0.62700000
 M444 2 1 0.149 0.85100000
 M445 2 1 0.505 0.49500000
 M446 2 1 0.139 0.86100000
 M447 2 1 0.169 0.83100000
 M448 2 1 0.931 0.06900001
 M449 2 2 0.407 0.59299999
 M450 2 2 0.636 0.36400002
 M451 2 2 0.357 0.64300001
 M452 2 2 0.403 0.59700000
 M453 2 2 0.067 0.93300000
 M454 2 2 0.130 0.87000000
 M455 2 2 0.753 0.24699998
 M456 2 2 0.141 0.85900000
 M457 2 2 0.756 0.24400002
 M458 2 2 0.415 0.58500001
 M459 2 2 0.164 0.83600000
 M460 2 2 0.489 0.51100001
 M461 2 2 0.449 0.55100000
 M462 2 2 0.339 0.66100001
 M463 2 2 0.256 0.74399999
 M464 2 2 0.692 0.30800003
 M465 2 2 0.265 0.73500001
 M466 2 2 0.781 0.21899998
 M467 2 2 0.207 0.79300000
 M468 2 2 0.240 0.76000001
 M469 2 2 0.648 0.35200000
 M470 2 2 0.336 0.66400000
 M471 2 2 0.485 0.51499999
 M472 2 2 0.228 0.77200000
 M473 2 2 0.957 0.04299998
 M474 2 2 0.314 0.68599999
 M475 2 2 0.394 0.60600001
 M476 2 2 0.376 0.62400001
 M477 2 2 0.610 0.38999999
 M478 2 2 0.438 0.56200001
 M479 2 2 0.886 0.11400002
 M480 2 2 0.240 0.76000001
 M481 2 2 0.840 0.16000003
 M482 2 2 0.276 0.72400001
 M483 2 2 0.214 0.78600000
 M484 2 2 0.543 0.45700002
 M485 2 2 0.921 0.07900000
 M486 2 2 0.171 0.82900000
 M487 2 2 0.758 0.24199998
 M488 2 2 0.879 0.12099999
 M489 2 2 0.709 0.29100001
 M490 2 2 0.890 0.11000001
 M491 2 2 0.775 0.22500002
 M492 2 2 0.936 0.06400001
 M493 2 2 0.909 0.09100002
 M494 2 2 0.575 0.42500001
 M495 2 2 0.088 0.91200000
 M496 2 2 0.241 0.75900000
 M497 2 2 0.240 0.76000001
 M498 2 2 0.456 0.54400000
 M499 2 2 0.630 0.37000000
 M500 2 2 0.352 0.64800000
 M501 2 2 0.396 0.60400000
 M502 2 2 0.080 0.92000000
 M503 2 2 0.234 0.76600000
 M504 2 2 0.241 0.75900000
 M505 2 2 0.050 0.95000000
 M506 2 2 0.489 0.51100001
 M507 2 2 0.463 0.53700000
 M508 2 2 0.830 0.17000002
 M509 2 2 0.878 0.12199998
 M510 2 2 0.218 0.78200001
 M511 2 2 0.102 0.89800000
 M512 2 2 0.631 0.36900002
 M513 2 2 0.243 0.75700000
 M514 2 2 0.463 0.53700000
 M515 2 2 0.658 0.34200001
 M516 2 2 0.372 0.62799999
 M517 2 2 0.379 0.62099999
 M518 2 2 0.523 0.47700000
 M519 2 2 0.109 0.89100000
 M520 2 2 0.890 0.11000001
 M521 2 2 0.971 0.02899998
 M522 2 2 0.551 0.44900000
 M523 2 2 0.481 0.51899999
 M524 2 2 0.247 0.75300001
 M525 2 2 0.410 0.59000000
 M526 2 2 0.723 0.27700001
 M527 2 2 0.202 0.79799999
 M528 2 2 0.342 0.65799999
 M529 2 2 0.541 0.45899999
 M530 2 2 0.475 0.52500001
 M531 2 2 0.261 0.73899999
 M532 2 2 0.576 0.42400002
 M533 2 2 0.333 0.66700000
 M534 2 2 0.317 0.68300000
 M535 2 2 0.113 0.88700000
 M536 2 2 0.213 0.78700000
 M537 2 2 0.624 0.37599999
 M538 2 2 0.630 0.37000000
 M539 2 2 0.915 0.08499998
 M540 2 2 0.765 0.23500001
 M541 2 2 0.278 0.72200000
 M542 2 2 0.540 0.45999998
 M543 2 2 0.525 0.47500002
 M544 2 2 0.323 0.67699999
 M545 2 2 0.663 0.33700001
 M546 2 2 0.335 0.66499999
 M547 2 2 0.436 0.56400001
 M548 2 2 0.588 0.41200000
 M549 2 2 0.821 0.17900002
 M550 2 2 0.719 0.28100002
 M551 2 2 0.281 0.71900001
 M552 2 2 0.408 0.59200001
 M553 2 2 0.421 0.57900000
 M554 2 2 0.907 0.09299999
 M555 2 2 0.651 0.34899998
 M556 2 2 0.890 0.11000001
 M557 2 2 0.489 0.51100001
 M558 2 2 0.511 0.48900002
 M559 2 2 0.471 0.52900001
 M560 2 2 0.514 0.48600000
 M561 2 2 0.017 0.98300000
 M562 2 2 0.278 0.72200000
 M563 2 2 0.661 0.33899999
 M564 2 2 0.129 0.87100001
 M565 2 2 0.923 0.07700002
 M566 2 2 0.640 0.36000001
 M567 2 2 0.465 0.53500000
 M568 2 2 0.332 0.66800001
 M569 2 2 0.057 0.94300000
 M570 2 2 0.141 0.85900000
 M571 2 2 0.069 0.93100000
 M572 2 2 0.953 0.04699999
 M573 2 2 0.913 0.08700001
 M574 2 2 0.481 0.51899999
 M575 2 2 0.334 0.66600001
 M576 2 2 0.515 0.48500001
 M577 2 2 0.435 0.56500000
 M578 2 2 0.802 0.19800001
 M579 2 2 0.306 0.69400001
 M580 2 2 0.513 0.48699999
 M581 2 2 0.157 0.84299999
 M582 2 2 0.253 0.74700001
 M583 2 2 0.032 0.96800000
 M584 2 2 0.860 0.13999999
 M585 2 2 0.327 0.67300001
 M586 2 2 0.400 0.59999999
 M587 2 2 0.122 0.87800000
 M588 2 2 0.697 0.30299997
 M589 2 2 0.623 0.37699997
 M590 2 2 0.473 0.52700001
 M591 2 2 0.587 0.41299999
 M592 2 2 0.160 0.84000000
 M593 2 2 0.585 0.41500002
 M594 2 2 0.072 0.92800000
 M595 2 2 0.671 0.32900000
 M596 2 2 0.607 0.39300001
 M597 2 2 0.722 0.27800000
 M598 2 2 0.865 0.13499999
 M599 2 2 0.383 0.61700001
 M600 2 2 0.431 0.56900001
 M601 2 2 0.614 0.38599998
 M602 2 2 0.177 0.82300000
 M603 2 2 0.655 0.34500003
 M604 2 2 0.811 0.18900001
 M605 2 2 0.437 0.56299999
 M606 2 2 0.835 0.16500002
 M607 2 2 0.848 0.15200001
 M608 2 2 0.639 0.36100000
 M609 2 2 0.441 0.55899999
 M610 2 2 0.652 0.34799999
 M611 2 2 0.702 0.29799998
 M612 2 2 0.182 0.81800000
 M613 2 2 0.404 0.59599999
 M614 2 2 0.628 0.37199998
 M615 2 2 0.315 0.68500000
 M616 2 2 0.229 0.77100000
 M617 2 2 0.392 0.60800001
 M618 2 2 0.432 0.56799999
 M619 2 2 0.638 0.36199999
 M620 2 2 0.593 0.40700001
 M621 2 2 0.766 0.23400003
 M622 2 2 0.287 0.71300000
 M623 2 2 0.289 0.71100000
 M624 2 2 0.498 0.50200000
 M625 2 2 0.319 0.68099999
 M626 2 2 0.773 0.22700000
 M627 2 2 0.925 0.07499999
 M628 2 2 0.349 0.65099999
 M629 2 2 0.628 0.37199998
 M630 2 2 0.145 0.85500000
 M631 2 2 0.244 0.75600000
 M632 2 2 0.728 0.27200001
 M633 2 2 0.935 0.06500000
 M634 2 2 0.296 0.70400000
 M635 2 2 0.774 0.22600001
 M636 2 2 0.238 0.76199999
 M637 2 2 0.619 0.38099998
 M638 2 2 0.206 0.79400000
 M639 2 2 0.539 0.46100003
 M640 2 2 0.304 0.69600001
 M641 2 2 0.053 0.94700000
 M642 2 2 0.205 0.79500000
 M643 2 2 0.683 0.31699997
 M644 2 2 0.581 0.41900003
 M645 2 2 0.087 0.91300000
 M646 2 2 0.748 0.25199997
 M647 2 2 0.324 0.67600000
 M648 2 2 0.352 0.64800000
 M649 2 2 0.295 0.70500001
 M650 2 2 0.946 0.05400002
 M651 2 2 0.604 0.39600003
 M652 2 2 0.594 0.40600002
 M653 2 2 0.651 0.34899998
 M654 2 2 0.537 0.46300000
 M655 2 2 0.904 0.09600002
 M656 2 2 0.534 0.46600002
 M657 2 2 0.665 0.33499998
 M658 2 2 0.530 0.47000003
 M659 2 2 0.846 0.15399998
 M660 2 2 0.611 0.38900000
 M661 2 2 0.563 0.43699998
 M662 2 2 0.204 0.79600000
 M663 2 2 0.773 0.22700000
 M664 2 2 0.169 0.83100000
 M665 2 2 0.593 0.40700001
 M666 2 2 0.115 0.88500000
 M667 2 2 0.221 0.77900000
 M668 2 2 0.292 0.70800000
 M669 2 2 0.252 0.74800000
 M670 2 2 0.274 0.72600001
 M671 2 2 0.473 0.52700001
 M672 2 2 0.736 0.26400000
 M673 2 2 0.290 0.71000001
 M674 2 2 0.727 0.27300000
 M675 2 2 0.643 0.35699999
 M676 2 2 0.288 0.71200001
 M677 2 2 0.776 0.22399998
 M678 2 2 0.792 0.20800000
 M679 2 2 0.267 0.73300001
 M680 2 2 0.453 0.54699999
 M681 2 2 0.698 0.30199999
 M682 2 2 0.123 0.87700000
 M683 2 2 0.475 0.52500001
 M684 2 2 0.194 0.80599999
 M685 2 2 0.791 0.20899999
 M686 2 2 0.376 0.62400001
 M687 2 2 0.556 0.44400001
 M688 2 2 0.504 0.49599999
 M689 2 2 0.461 0.53900000
 M690 2 2 0.969 0.03100002
 M691 2 2 0.572 0.42799997
 M692 2 2 0.361 0.63900000
 M693 2 2 0.450 0.55000001
 M694 2 2 0.646 0.35399997
 M695 2 2 0.327 0.67300001
 M696 2 2 0.275 0.72499999
 M697 2 2 0.397 0.60299999
 M698 2 2 0.398 0.60200000
 M699 2 2 0.646 0.35399997
 M700 2 2 0.848 0.15200001
 M701 2 2 0.629 0.37099999
 M702 2 2 0.188 0.81200001
 M703 2 2 0.587 0.41299999
 M704 2 2 0.521 0.47899997
 M705 2 2 0.452 0.54800001
 M706 2 2 0.826 0.17400002
 M707 2 2 0.917 0.08300000
 M708 2 2 0.729 0.27100003
 M709 2 2 0.407 0.59299999
 M710 2 2 0.204 0.79600000
 M711 2 2 0.255 0.74500000
 M712 2 2 0.335 0.66499999
 M713 2 2 0.400 0.59999999
 M714 2 2 0.725 0.27499998
 M715 2 2 0.418 0.58199999
 M716 2 2 0.459 0.54100001
 M717 2 2 0.519 0.48100001
 M718 2 2 0.470 0.53000000
 M719 2 2 0.374 0.62599999
 M720 2 2 0.310 0.69000000
 M721 2 2 0.665 0.33499998
 M722 2 2 0.650 0.35000002
 M723 2 2 0.073 0.92700000
 M724 2 2 0.679 0.32099998
 M725 2 2 0.314 0.68599999
 M726 2 2 0.386 0.61399999
 M727 2 2 0.740 0.25999999
 M728 2 2 0.194 0.80599999
 M729 2 2 0.756 0.24400002
 M730 2 2 0.334 0.66600001
 M731 2 2 0.328 0.67199999
 M732 2 2 0.413 0.58700001
 M733 2 2 0.810 0.19000000
 M734 2 2 0.502 0.49800003
 M735 2 2 0.418 0.58199999
 M736 2 2 0.615 0.38499999
 M737 2 2 0.904 0.09600002
 M738 2 2 0.516 0.48400003
 M739 2 2 0.171 0.82900000
 M740 2 2 0.282 0.71799999
 M741 2 2 0.516 0.48400003
 M742 2 2 0.496 0.50400001
 M743 2 2 0.383 0.61700001
 M744 2 2 0.878 0.12199998
 M745 2 2 0.667 0.33300000
 M746 2 2 0.621 0.37900001
 M747 2 2 0.326 0.67399999
 M748 2 2 0.825 0.17500001
 M749 2 2 0.062 0.93800000
 M750 2 2 0.288 0.71200001
 M751 2 2 0.354 0.64600000
 M752 2 2 0.096 0.90400000
 M753 2 2 0.438 0.56200001
 M754 2 2 0.503 0.49699998
 M755 2 2 0.498 0.50200000
 M756 2 2 0.533 0.46700001
 M757 2 2 0.170 0.83000000
 M758 2 2 0.389 0.61100000
 M759 2 2 0.532 0.46799999
 M760 2 2 0.732 0.26800001
 M761 2 2 0.104 0.89600000
 M762 2 2 0.644 0.35600001
 M763 2 2 0.595 0.40499997
 M764 2 2 0.491 0.50900000
 M765 2 2 0.558 0.44199997
 M766 2 2 0.478 0.52200001
 M767 2 2 0.349 0.65099999
 M768 2 2 0.527 0.47299999
 M769 2 2 0.309 0.69100001
 M770 2 2 0.851 0.14899999
 M771 2 2 0.780 0.22000003
 M772 2 2 0.303 0.69700000
 M773 2 2 0.182 0.81800000
 M774 2 2 0.916 0.08399999
